time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.530264,-0.073247582621529,-1.02048071914077,-1.17886423548994,1.91632549926585,0.657694262805871,1.04003897418631,-0.514650554335556,0,0.097791275227695,-1.03927198379237,1.11712150877755,1.93128181194774,-0.596718526487426,1.03198557504991,0.652325330048272,0
0.530357,-0.072864087424557,-1.02048071914077,-1.178097245096,1.91594200406888,0.658077758002843,1.04080596458025,-0.514267059138585,0,0.098174770424667,-1.03965547898934,1.11750500397452,1.93128181194774,-0.597485516881369,1.03160207985294,0.650791349260387,0
0.540443,-0.073247582621529,-1.02048071914077,-1.17848074029297,1.91555850887191,0.657694262805871,1.03965547898934,-0.514267059138585,0,0.097791275227695,-1.03812149820145,1.11827199436847,1.93128181194774,-0.599019497669254,1.03160207985294,0.64887387327553,0
0.550443,-0.073247582621529,-1.02086421433774,-1.178097245096,1.91670899446282,0.6573107676089,1.04003897418631,-0.513116573547671,0,0.097407780030724,-1.03850499339843,1.11980597515635,1.93089831675076,-0.598636002472283,1.03160207985294,0.646956397290673,0
0.560408,-0.0736310778185,-1.0200972239438,-1.17848074029297,1.9170924896598,0.658461253199814,1.03965547898934,-0.514650554335556,0,0.097407780030724,-1.03773800300448,1.12018947035332,1.93204880234168,-0.600553478457139,1.03121858465597,0.645422416502788,0
0.570448,-0.074014573015471,-1.02048071914077,-1.17848074029297,1.91670899446282,0.658077758002843,1.03965547898934,-0.5127330783507,0,0.097407780030724,-1.03850499339843,1.12057296555029,1.93128181194774,-0.600936973654111,1.03121858465597,0.643504940517931,0
0.580412,-0.0736310778185,-1.02048071914077,-1.17848074029297,1.91785948005374,0.658844748396785,1.03927198379237,-0.5127330783507,0,0.098174770424667,-1.03773800300448,1.12172345114121,1.93166530714471,-0.601703964048054,1.030835089459,0.64312144532096,0
0.59042,-0.072864087424557,-1.0200972239438,-1.17656326430811,1.91785948005374,0.658844748396785,1.03850499339843,-0.513116573547671,0,0.097407780030724,-1.03658751741357,1.12172345114121,1.93166530714471,-0.60362144003291,1.03045159426203,0.640820474139132,0
0.600463,-0.0736310778185,-1.0200972239438,-1.17733025470206,1.91747598485677,0.659228243593757,1.03735450780751,-0.5127330783507,0,0.097407780030724,-1.03697101261054,1.12210694633818,1.93281579273562,-0.604771925623824,1.03045159426203,0.639286493351246,0
0.610455,-0.0736310778185,-1.01933023354986,-1.17656326430811,1.91939346084162,0.659228243593757,1.03812149820145,-0.512349583153728,0,0.097407780030724,-1.03582052701963,1.12402442232304,1.93204880234168,-0.604771925623824,1.030835089459,0.638136007760332,0
0.620429,-0.0736310778185,-1.01971372874683,-1.17733025470206,1.91862647044768,0.660378729184671,1.03812149820145,-0.512349583153728,0,0.097024284833753,-1.0362040222166,1.12440791752001,1.93358278312956,-0.605922411214738,1.03160207985294,0.638136007760332,0
0.630434,-0.074398068212443,-1.0200972239438,-1.178097245096,1.9197769560386,0.660762224381642,1.03773800300448,-0.511966087956757,0,0.096640789636781,-1.03467004142871,1.12555840311092,1.93358278312956,-0.60630590641171,1.03198557504991,0.635068046184561,0
0.640429,-0.074781563409414,-1.01971372874683,-1.17694675950508,1.91900996564465,0.660762224381642,1.03773800300448,-0.512349583153728,0,0.097024284833753,-1.03505353662568,1.12632539350487,1.93319928793259,-0.607456392002624,1.03160207985294,0.633917560593647,0
0.650407,-0.074781563409414,-1.01933023354986,-1.17733025470206,1.91824297525071,0.660762224381642,1.03735450780751,-0.511966087956757,0,0.096640789636781,-1.03467004142871,1.12670888870184,1.93319928793259,-0.607839887199595,1.03121858465597,0.630849599017876,0
0.660415,-0.074398068212443,-1.01933023354986,-1.17617976911114,1.9197769560386,0.661145719578613,1.03658751741357,-0.511966087956757,0,0.09625729443981,-1.03467004142871,1.12747587909578,1.93243229753865,-0.608990372790509,1.030835089459,0.630082608623934,0
0.670431,-0.074014573015471,-1.01894673835289,-1.17656326430811,1.91939346084162,0.660762224381642,1.03658751741357,-0.512349583153728,0,0.09625729443981,-1.03428654623174,1.12785937429275,1.93358278312956,-0.608606877593538,1.03121858465597,0.628548627836048,0
0.68042,-0.074398068212443,-1.02048071914077,-1.17502928352023,1.91900996564465,0.660378729184671,1.03658751741357,-0.511582592759785,0,0.095490304045867,-1.03313606064083,1.12939335508064,1.93358278312956,-0.609757363184452,1.03121858465597,0.626631151851192,0
0.690413,-0.074398068212443,-1.01971372874683,-1.1754127787172,1.92054394643254,0.661145719578613,1.03697101261054,-0.511966087956757,0,0.09625729443981,-1.0335195558378,1.13016034547458,1.93358278312956,-0.610907848775366,1.030835089459,0.625480666260277,0
0.700441,-0.074398068212443,-1.01971372874683,-1.1754127787172,1.92207792722042,0.660762224381642,1.0362040222166,-0.511966087956757,0,0.095873799242838,-1.03236907024688,1.13131083106549,1.93396627832654,-0.610907848775366,1.03160207985294,0.622029209487535,0
0.710435,-0.075548553803357,-1.01971372874683,-1.1754127787172,1.91939346084162,0.661145719578613,1.0362040222166,-0.511199097562814,0,0.095873799242838,-1.03236907024688,1.13246131665641,1.93550025911442,-0.611674839169309,1.03121858465597,0.621262219093593,0
0.720399,-0.075548553803357,-1.01894673835289,-1.17426229312628,1.92054394643254,0.661145719578613,1.0362040222166,-0.511199097562814,0,0.095106808848896,-1.03160207985294,1.13207782145944,1.93473326872048,-0.61205833436628,1.03198557504991,0.620111733502678,0
0.730415,-0.075165058606385,-1.01971372874683,-1.17464578832326,1.92054394643254,0.661529214775585,1.03697101261054,-0.511582592759785,0,0.094723313651924,-1.03121858465597,1.13361180224732,1.93358278312956,-0.612825324760223,1.03198557504991,0.618194257517822,0
0.740461,-0.075548553803357,-1.01933023354986,-1.17426229312628,1.92131093682648,0.660762224381642,1.03697101261054,-0.512349583153728,0,0.095106808848896,-1.03160207985294,1.13284481185338,1.93434977352351,-0.613592315154165,1.03236907024688,0.617427267123879,0
0.750421,-0.076315544197299,-1.01856324315591,-1.17349530273234,1.92092744162951,0.660378729184671,1.03658751741357,-0.511966087956757,0,0.094723313651924,-1.030835089459,1.13476228783823,1.93473326872048,-0.613592315154165,1.03198557504991,0.616276781532965,0
0.760421,-0.075548553803357,-1.01779625276197,-1.17464578832326,1.92131093682648,0.661145719578613,1.03697101261054,-0.510815602365843,0,0.094723313651924,-1.03006809906506,1.13629626862612,1.93434977352351,-0.614359305548108,1.03121858465597,0.614359305548108,0
0.770427,-0.075932049000328,-1.01894673835289,-1.17311180753537,1.92361190800831,0.661145719578613,1.0362040222166,-0.510432107168871,0,0.09357282806101,-1.03045159426203,1.13629626862612,1.93473326872048,-0.61474280074508,1.03121858465597,0.613592315154165,0
0.780414,-0.076699039394271,-1.01894673835289,-1.17387879792931,1.92207792722042,0.660762224381642,1.03658751741357,-0.510815602365843,0,0.09357282806101,-1.02968460386808,1.13783024941401,1.93473326872048,-0.615893286335994,1.03198557504991,0.61205833436628,0
0.790414,-0.076315544197299,-1.01779625276197,-1.17311180753537,1.92207792722042,0.661912709972556,1.03582052701963,-0.508898126380986,0,0.09357282806101,-1.02738363268626,1.13821374461098,1.93588375431139,-0.616660276729936,1.03160207985294,0.610524353578395,0
0.800426,-0.077082534591242,-1.01779625276197,-1.1727283123384,1.92207792722042,0.661145719578613,1.03697101261054,-0.508514631184015,0,0.09357282806101,-1.02738363268626,1.13898073500492,1.93434977352351,-0.616660276729936,1.03121858465597,0.610140858381423,0
0.810436,-0.076315544197299,-1.01817974795894,-1.17081083635354,1.92284491761437,0.660762224381642,1.03582052701963,-0.508514631184015,0,0.092805837667068,-1.02738363268626,1.13974772539886,1.93358278312956,-0.618194257517822,1.030835089459,0.607456392002624,0
0.820418,-0.077466029788213,-1.017412757565,-1.17234481714143,1.92361190800831,0.661529214775585,1.0362040222166,-0.508514631184015,0,0.093189332864039,-1.02738363268626,1.14051471579281,1.93319928793259,-0.618194257517822,1.03160207985294,0.60630590641171,0
0.830415,-0.077082534591242,-1.01779625276197,-1.1727283123384,1.92399540320528,0.661912709972556,1.03582052701963,-0.508514631184015,0,0.093956323257982,-1.02584965189837,1.14128170618675,1.93434977352351,-0.619344743108736,1.03160207985294,0.604004935229882,0
0.840411,-0.076315544197299,-1.017412757565,-1.17119433155051,1.92322841281134,0.661912709972556,1.03543703182265,-0.508514631184015,0,0.09357282806101,-1.02700013748928,1.14166520138372,1.93396627832654,-0.618961247911764,1.030835089459,0.601703964048054,0
0.850425,-0.077466029788213,-1.017412757565,-1.17081083635354,1.92437889840225,0.662296205169527,1.03543703182265,-0.507364145593101,0,0.092805837667068,-1.02623314709534,1.14204869658069,1.93319928793259,-0.620878723896621,1.030835089459,0.600553478457139,0
