time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.818487,-0.08168447695489828,-1.0016894544891752,-1.1876846250202815,1.9370342399023062,0.6680486331240977,1.0281506230801987,-0.49854375606275947,0.0,0.05138835639416136,-1.0400389741863105,1.1780972450959977,1.9132575376900822,-0.6013204688510821,1.0461748973378522,0.4425534573049419,0.0
0.818599,-0.08168447695489828,-1.0016894544891752,-1.1876846250202815,1.9370342399023062,0.6680486331240977,1.0281506230801987,-0.49854375606275947,0.0,0.05138835639416136,-1.0400389741863105,1.1780972450959977,1.9132575376900822,-0.6013204688510821,1.0461748973378522,0.4425534573049419,0.0
0.828691,-0.08245146734884098,-1.002456444883118,-1.188068120217253,1.936650744705335,0.6680486331240977,1.0281506230801987,-0.49816026086578813,0.0,0.05138835639416136,-1.0400389741863105,1.1788642354899406,1.912874042493111,-0.6001699832601681,1.0454079069439095,0.44178646691099915,0.0
0.838705,-0.08245146734884098,-1.0016894544891752,-1.1876846250202815,1.9378012302962488,0.6676651379271263,1.0281506230801987,-0.49854375606275947,0.0,0.05138835639416136,-1.0400389741863105,1.1780972450959977,1.912874042493111,-0.6005534784571395,1.0461748973378522,0.44178646691099915,0.0
0.848700,-0.08206797215186963,-1.0020729496861465,-1.188068120217253,1.9370342399023062,0.6676651379271263,1.0277671278832272,-0.49854375606275947,0.0,0.05138835639416136,-1.039655478989339,1.1777137498990264,1.9136410328870537,-0.6001699832601681,1.0457914021408807,0.4421699621079705,0.0
0.858707,-0.08245146734884098,-1.002456444883118,-1.1876846250202815,1.9362672495083635,0.6680486331240977,1.02853411827717,-0.49854375606275947,0.0,0.05138835639416136,-1.0392719837923678,1.1777137498990264,1.914024528084025,-0.6009369736541108,1.0454079069439095,0.4414029717140278,0.0
0.868693,-0.08206797215186963,-1.002456444883118,-1.1876846250202815,1.9362672495083635,0.6680486331240977,1.0281506230801987,-0.49777676566881673,0.0,0.05138835639416136,-1.0400389741863105,1.1777137498990264,1.9132575376900822,-0.6001699832601681,1.0457914021408807,0.4425534573049419,0.0
0.878689,-0.08206797215186963,-1.0020729496861465,-1.1873011298233103,1.936650744705335,0.6680486331240977,1.02853411827717,-0.49816026086578813,0.0,0.05177185159113271,-1.0400389741863105,1.1777137498990264,1.9132575376900822,-0.6001699832601681,1.0457914021408807,0.44293695250191323,0.0
0.888671,-0.08283496254581234,-1.0020729496861465,-1.1873011298233103,1.9362672495083635,0.6676651379271263,1.0277671278832272,-0.49816026086578813,0.0,0.05138835639416136,-1.0400389741863105,1.1780972450959977,1.912874042493111,-0.6005534784571395,1.0465583925348236,0.44178646691099915,0.0
0.898716,-0.08206797215186963,-1.0020729496861465,-1.1884516154142244,1.9362672495083635,0.6676651379271263,1.02853411827717,-0.4989272512597308,0.0,0.05177185159113271,-1.0385049933984252,1.1780972450959977,1.9136410328870537,-0.6009369736541108,1.0461748973378522,0.4425534573049419,0.0
0.908726,-0.08168447695489828,-1.0013059592922038,-1.1873011298233103,1.9358837543113923,0.6680486331240977,1.02853411827717,-0.49777676566881673,0.0,0.05177185159113271,-1.0392719837923678,1.1777137498990264,1.9136410328870537,-0.6005534784571395,1.0457914021408807,0.4421699621079705,0.0
0.918755,-0.08245146734884098,-1.0020729496861465,-1.1876846250202815,1.9358837543113923,0.668432128321069,1.0281506230801987,-0.49854375606275947,0.0,0.05177185159113271,-1.0400389741863105,1.1784807402929691,1.9144080232809964,-0.6005534784571395,1.0461748973378522,0.44332044769888457,0.0
0.928708,-0.08168447695489828,-1.0020729496861465,-1.188068120217253,1.9358837543113923,0.667281642730155,1.0289176134741413,-0.49777676566881673,0.0,0.05138835639416136,-1.039655478989339,1.1780972450959977,1.9132575376900822,-0.6001699832601681,1.0461748973378522,0.44178646691099915,0.0
0.938695,-0.08206797215186963,-1.0013059592922038,-1.1884516154142244,1.9358837543113923,0.668432128321069,1.0281506230801987,-0.49777676566881673,0.0,0.05138835639416136,-1.0400389741863105,1.1784807402929691,1.9136410328870537,-0.6001699832601681,1.0461748973378522,0.4421699621079705,0.0
